Country/Region,Update Date,Deaths,Recovered,Latitude,Longitude,Province/State
Thailand,2/28/2020,0,0,0,,
Bahrain,2/28/2020,0,0,0,,
Taiwan,2/28/2020,0,0,0,,Taiwan
Spain,2/28/2020,0,0,0,,
Malaysia,2/27/2020,0,0,0,,
UK,2/28/2020,0,0,0,,
United Arab Emirates,2/28/2020,0,0,0,,
Mainland China,2/21/2020,0,0,0,,Qinghai
Vietnam,2/25/2020,0,0,0,,
Macau,2/27/2020,0,0,0,,Macau
Australia,2/27/2020,0,0,0,,From Diamond Princess
Switzerland,2/27/2020,0,0,0,,
Canada,2/27/2020,0,0,0,,British Columbia
Iraq,2/27/2020,0,0,0,,
Sweden,2/27/2020,0,0,0,,
Norway,2/28/2020,0,0,0,,
Australia,2/21/2020,0,0,0,,Queensland
Canada,2/27/2020,0,0,0,,"Toronto, ON"
Croatia,2/28/2020,0,0,0,,
Australia,2/13/2020,0,0,0,,New South Wales
Australia,2/13/2020,0,0,0,,Victoria
Greece,2/28/2020,0,0,0,,
Israel,2/28/2020,0,0,0,,
Oman,2/26/2020,0,0,0,,
Austria,2/27/2020,0,0,0,,
India,2/16/2020,0,0,0,,
Philippines,2/12/2020,0,0,0,,
Romania,2/28/2020,0,0,0,,
Australia,2/17/2020,0,0,0,,South Australia
Finland,2/26/2020,0,0,0,,
Lebanon,2/26/2020,0,0,0,,
Pakistan,2/26/2020,0,0,0,,
Russia,2/12/2020,0,0,0,,
US,2/9/2020,0,0,0,,"Chicago, IL"
US,2/27/2020,0,0,0,,"Sacramento County, CA"
US,2/3/2020,0,0,0,,"San Benito, CA"
US,2/21/2020,0,0,0,,"San Diego County, CA"
US,2/21/2020,0,0,0,,"Santa Clara, CA"
 Azerbaijan,2/28/2020,0,0,0,,
Afghanistan,2/24/2020,0,0,0,,
Algeria,2/25/2020,0,0,0,,
Belarus,2/28/2020,0,0,0,,
Belgium,2/17/2020,0,0,0,,
Brazil,2/26/2020,0,0,0,,
Cambodia,2/12/2020,0,0,0,,
Canada,2/28/2020,0,0,0,," Montreal, QC"
Canada,2/12/2020,0,0,0,,"London, ON"
Denmark,2/27/2020,0,0,0,,
Egypt,2/28/2020,0,0,0,,
Estonia,2/27/2020,0,0,0,,
Georgia,2/27/2020,0,0,0,,
Iceland,2/28/2020,0,0,0,,
Lithuania,2/28/2020,0,0,0,,
Mainland China,2/12/2020,0,0,0,,Tibet
Mexico,2/28/2020,0,0,0,,
Nepal,2/12/2020,0,0,0,,
Netherlands,2/28/2020,0,0,0,,
New Zealand,2/28/2020,0,0,0,,
Nigeria,2/28/2020,0,0,0,,
North Ireland,2/28/2020,0,0,0,,
North Macedonia,2/27/2020,0,0,0,,
San Marino,2/27/2020,0,0,0,,
Sri Lanka,2/8/2020,0,0,0,,
US,2/28/2020,0,0,0,,"Boston, MA"
US,2/21/2020,0,0,0,,"Humboldt County, CA"
US,2/1/2020,0,0,0,,"Los Angeles, CA"
US,2/5/2020,0,0,0,,"Madison, WI"
US,2/1/2020,0,0,0,,"Orange, CA"
US,2/13/2020,0,0,0,,"San Antonio, TX"
US,2/9/2020,0,0,0,,"Seattle, WA"
US,2/25/2020,0,0,0,,"Tempe, AZ"
US,2/24/2020,0,0,0,,"Lackland, TX (From Diamond Princess)"
US,2/24/2020,0,0,0,,"Omaha, NE (From Diamond Princess)"
US,2/24/2020,0,0,0,,"Travis, CA (From Diamond Princess)"
Mainland China,2/29/2020,0,0,0,,Hubei
South Korea,2/29/2020,0,0,0,,
Mainland China,2/29/2020,0,0,0,,Guangdong
Mainland China,2/29/2020,0,0,0,,Henan
Mainland China,2/29/2020,0,0,0,,Zhejiang
Italy,2/29/2020,0,0,0,,
Mainland China,2/29/2020,0,0,0,,Hunan
Mainland China,2/29/2020,0,0,0,,Anhui
Mainland China,2/29/2020,0,0,0,,Jiangxi
Mainland China,2/29/2020,0,0,0,,Shandong
Others,2/29/2020,0,0,0,,Diamond Princess cruise ship
Mainland China,2/29/2020,0,0,0,,Jiangsu
Iran,2/29/2020,0,0,0,,
Mainland China,2/29/2020,0,0,0,,Chongqing
Mainland China,2/29/2020,0,0,0,,Sichuan
Mainland China,2/29/2020,0,0,0,,Heilongjiang
Mainland China,2/29/2020,0,0,0,,Beijing
Mainland China,2/29/2020,0,0,0,,Shanghai
Mainland China,2/29/2020,0,0,0,,Hebei
Mainland China,2/29/2020,0,0,0,,Fujian
Mainland China,2/29/2020,0,0,0,,Guangxi
Mainland China,2/29/2020,0,0,0,,Shaanxi
Japan,2/29/2020,0,0,0,,
Mainland China,2/29/2020,0,0,0,,Yunnan
Mainland China,2/29/2020,0,0,0,,Hainan
Mainland China,2/27/2020,0,0,0,,Guizhou
Mainland China,2/29/2020,0,0,0,,Tianjin
Mainland China,2/29/2020,0,0,0,,Shanxi
Mainland China,2/29/2020,0,0,0,,Liaoning
Singapore,2/29/2020,0,0,0,,
France,2/29/2020,0,0,0,,
Hong Kong,2/29/2020,0,0,0,,Hong Kong
Mainland China,2/29/2020,0,0,0,,Jilin
Mainland China,2/28/2020,0,0,0,,Gansu
Germany,2/29/2020,0,0,0,,
Mainland China,2/29/2020,0,0,0,,Xinjiang
Mainland China,2/29/2020,0,0,0,,Inner Mongolia
Mainland China,2/29/2020,0,0,0,,Ningxia
Kuwait,2/28/2020,0,0,0,,
Spain,2/29/2020,0,0,0,,
US,2/28/2020,0,0,0,,Unassigned Location (From Diamond Princess)
Thailand,2/29/2020,0,0,0,,
Bahrain,2/29/2020,0,0,0,,
Taiwan,2/29/2020,0,0,0,,Taiwan
Malaysia,2/29/2020,0,0,0,,
UK,2/29/2020,0,0,0,,
United Arab Emirates,2/29/2020,0,0,0,,
Mainland China,2/21/2020,0,0,0,,Qinghai
Switzerland,2/29/2020,0,0,0,,
Vietnam,2/25/2020,0,0,0,,
Norway,2/29/2020,0,0,0,,
Iraq,2/29/2020,0,0,0,,
Sweden,2/29/2020,0,0,0,,
Canada,2/29/2020,0,0,0,,"Toronto, ON"
Macau,2/27/2020,0,0,0,,Macau
Australia,2/29/2020,0,0,0,,Queensland
Austria,2/29/2020,0,0,0,,
Canada,2/29/2020,0,0,0,,British Columbia
Australia,2/29/2020,0,0,0,,Victoria
Israel,2/29/2020,0,0,0,,
Croatia,2/29/2020,0,0,0,,
Netherlands,2/29/2020,0,0,0,,
Oman,2/29/2020,0,0,0,,
US,2/29/2020,0,0,0,,"Seattle, WA"
Australia,2/13/2020,0,0,0,,New South Wales
Greece,2/28/2020,0,0,0,,
Lebanon,2/29/2020,0,0,0,,
Mexico,2/29/2020,0,0,0,,
Pakistan,2/29/2020,0,0,0,,
Australia,2/29/2020,0,0,0,,South Australia
Denmark,2/29/2020,0,0,0,,
Finland,2/29/2020,0,0,0,,
India,2/16/2020,0,0,0,,
Philippines,2/12/2020,0,0,0,,
Romania,2/28/2020,0,0,0,,
US,2/29/2020,0,0,0,,"Santa Clara, CA"
Australia,2/29/2020,0,0,0,,Western Australia
Brazil,2/29/2020,0,0,0,,
Russia,2/12/2020,0,0,0,,
US,2/9/2020,0,0,0,,"Chicago, IL"
US,2/27/2020,0,0,0,,"Sacramento County, CA"
US,2/3/2020,0,0,0,,"San Benito, CA"
US,2/21/2020,0,0,0,,"San Diego County, CA"
Afghanistan,2/24/2020,0,0,0,,
Algeria,2/25/2020,0,0,0,,
Belarus,2/28/2020,0,0,0,,
Belgium,2/17/2020,0,0,0,,
Cambodia,2/12/2020,0,0,0,,
Canada,2/28/2020,0,0,0,," Montreal, QC"
Canada,2/12/2020,0,0,0,,"London, ON"
Egypt,2/28/2020,0,0,0,,
Estonia,2/27/2020,0,0,0,,
Georgia,2/27/2020,0,0,0,,
Iceland,2/29/2020,0,0,0,,
Ireland,2/29/2020,0,0,0,,
Lithuania,2/28/2020,0,0,0,,
Luxembourg,2/29/2020,0,0,0,,
Mainland China,2/12/2020,0,0,0,,Tibet
Monaco,2/29/2020,0,0,0,,
Nepal,2/12/2020,0,0,0,,
New Zealand,2/28/2020,0,0,0,,
Nigeria,2/28/2020,0,0,0,,
North Macedonia,2/27/2020,0,0,0,,
Qatar,2/29/2020,0,0,0,,
San Marino,2/27/2020,0,0,0,,
Sri Lanka,2/8/2020,0,0,0,,
US,2/28/2020,0,0,0,,"Boston, MA"
US,2/21/2020,0,0,0,,"Humboldt County, CA"
US,2/1/2020,0,0,0,,"Los Angeles, CA"
US,2/5/2020,0,0,0,,"Madison, WI"
US,2/1/2020,0,0,0,,"Orange, CA"
US,2/29/2020,0,0,0,,"Portland, OR"
US,2/13/2020,0,0,0,,"San Antonio, TX"
US,2/29/2020,0,0,0,,"Snohomish County, WA"
US,2/25/2020,0,0,0,,"Tempe, AZ"
Australia,2/29/2020,0,0,0,,From Diamond Princess
US,2/24/2020,0,0,0,,"Lackland, TX (From Diamond Princess)"
US,2/24/2020,0,0,0,,"Omaha, NE (From Diamond Princess)"
US,2/24/2020,0,0,0,,"Travis, CA (From Diamond Princess)"
Mainland China,3/1/2020,0,0,0,112.2707,Hubei
South Korea,3/1/2020,0,0,0,128,
Italy,3/1/2020,0,0,0,12,
Mainland China,3/1/2020,0,0,0,113.4244,Guangdong
Mainland China,3/1/2020,0,0,0,113.614,Henan
Mainland China,3/1/2020,0,0,0,120.0934,Zhejiang
Mainland China,3/1/2020,0,0,0,111.7088,Hunan
Mainland China,3/1/2020,0,0,0,117.2264,Anhui
Iran,3/1/2020,0,0,0,53,
Mainland China,3/1/2020,0,0,0,115.7221,Jiangxi
Mainland China,3/1/2020,0,0,0,118.1498,Shandong
Others,2/29/2020,0,0,0,139.638,Diamond Princess cruise ship
Mainland China,3/1/2020,0,0,0,119.455,Jiangsu
Mainland China,3/1/2020,0,0,0,107.874,Chongqing
Mainland China,3/1/2020,0,0,0,102.7103,Sichuan
Mainland China,3/1/2020,0,0,0,127.7615,Heilongjiang
Mainland China,3/1/2020,0,0,0,116.4142,Beijing
Mainland China,3/1/2020,0,0,0,121.4491,Shanghai
Mainland China,3/1/2020,0,0,0,114.5149,Hebei
Mainland China,3/1/2020,0,0,0,117.9874,Fujian
Japan,3/1/2020,0,0,0,138,
Mainland China,3/1/2020,0,0,0,108.7881,Guangxi
Mainland China,3/1/2020,0,0,0,108.8701,Shaanxi
Mainland China,3/1/2020,0,0,0,101.487,Yunnan
Mainland China,3/1/2020,0,0,0,109.7453,Hainan
Mainland China,2/27/2020,0,0,0,106.8748,Guizhou
Mainland China,3/1/2020,0,0,0,117.323,Tianjin
Mainland China,3/1/2020,0,0,0,112.2922,Shanxi
France,3/1/2020,0,0,0,2,
Germany,3/1/2020,0,0,0,9,
Mainland China,3/1/2020,0,0,0,122.6085,Liaoning
Singapore,3/1/2020,0,0,0,103.8333,
Hong Kong,3/1/2020,0,0,0,114.2,Hong Kong
Mainland China,3/1/2020,0,0,0,126.1923,Jilin
Mainland China,3/1/2020,0,0,0,103.8343,Gansu
Spain,3/1/2020,0,0,0,-4,
Mainland China,3/1/2020,0,0,0,85.2401,Xinjiang
Mainland China,3/1/2020,0,0,0,113.9448,Inner Mongolia
Mainland China,2/29/2020,0,0,0,106.1655,Ningxia
Bahrain,3/1/2020,0,0,0,50.55,
Kuwait,2/28/2020,0,0,0,47.75,
US,2/28/2020,0,0,0,139.638,Unassigned Location (From Diamond Princess)
Thailand,3/1/2020,0,0,0,101,
Taiwan,3/1/2020,0,0,0,121,Taiwan
UK,3/1/2020,0,0,0,-3,
Malaysia,3/1/2020,0,0,0,112.5,
Switzerland,3/1/2020,0,0,0,8.2275,
United Arab Emirates,2/29/2020,0,0,0,54,
Iraq,3/1/2020,0,0,0,44,
Norway,3/1/2020,0,0,0,8.4689,
Mainland China,2/21/2020,0,0,0,95.9956,Qinghai
Vietnam,2/25/2020,0,0,0,108,
Austria,3/1/2020,0,0,0,14.5501,
Canada,3/1/2020,0,0,0,-79.3832,"Toronto, ON"
Sweden,3/1/2020,0,0,0,16,
Israel,3/1/2020,0,0,0,35,
Lebanon,3/1/2020,0,0,0,35.8623,
Macau,2/27/2020,0,0,0,113.55,Macau
Netherlands,3/1/2020,0,0,0,5.2913,
Australia,2/29/2020,0,0,0,153.4,Queensland
US,3/1/2020,0,0,0,-122.3321,"Seattle, WA"
Canada,2/29/2020,0,0,0,-123.1207,British Columbia
Australia,2/29/2020,0,0,0,144.9631,Victoria
Croatia,3/1/2020,0,0,0,15.2,
Greece,3/1/2020,0,0,0,21.8243,
Australia,3/1/2020,0,0,0,151.2093,New South Wales
Ecuador,3/1/2020,0,0,0,-78.1834,
Finland,3/1/2020,0,0,0,26,
Oman,2/29/2020,0,0,0,57,
Mexico,3/1/2020,0,0,0,-102,
Denmark,3/1/2020,0,0,0,9.5018,
Pakistan,2/29/2020,0,0,0,69.3451,
Australia,2/29/2020,0,0,0,138.6007,South Australia
Azerbaijan,3/1/2020,0,0,0,47.5769,
Czech Republic,3/1/2020,0,0,0,15.473,
Georgia,3/1/2020,0,0,0,43.3569,
Iceland,3/1/2020,0,0,0,-19.0208,
India,2/16/2020,0,0,0,78,
Philippines,2/12/2020,0,0,0,122,
Qatar,3/1/2020,0,0,0,51.1839,
Romania,2/28/2020,0,0,0,24.9668,
US,3/1/2020,0,0,0,-87.6298,"Chicago, IL"
US,2/29/2020,0,0,0,-121.9552,"Santa Clara, CA"
Australia,3/1/2020,0,0,0,115.8605,Western Australia
Belgium,3/1/2020,0,0,0,4,
Brazil,2/29/2020,0,0,0,-51.9253,
Egypt,3/1/2020,0,0,0,30,
Russia,2/12/2020,0,0,0,90,
US,2/27/2020,0,0,0,-121.3542,"Sacramento County, CA"
US,2/3/2020,0,0,0,-120.9876,"San Benito, CA"
US,2/21/2020,0,0,0,-117.1611,"San Diego County, CA"
US,3/1/2020,0,0,0,-121.8339,"Snohomish County, WA"
Afghanistan,2/24/2020,0,0,0,65,
Algeria,2/25/2020,0,0,0,1.6596,
Armenia,3/1/2020,0,0,0,45.0382,
Belarus,2/28/2020,0,0,0,27.9534,
Cambodia,2/12/2020,0,0,0,104.9167,
Canada,2/28/2020,0,0,0,-73.5673," Montreal, QC"
Canada,2/12/2020,0,0,0,-81.2453,"London, ON"
Dominican Republic,3/1/2020,0,0,0,-70.1627,
Estonia,2/27/2020,0,0,0,25.0136,
Ireland,3/1/2020,0,0,0,-7.6921,
Lithuania,2/28/2020,0,0,0,23.8813,
Luxembourg,3/1/2020,0,0,0,6.1296,
Mainland China,2/12/2020,0,0,0,88.0924,Tibet
Monaco,2/29/2020,0,0,0,7.4167,
Nepal,2/12/2020,0,0,0,84.25,
New Zealand,2/28/2020,0,0,0,174.886,
Nigeria,2/28/2020,0,0,0,8.6753,
North Macedonia,2/27/2020,0,0,0,21.7453,
San Marino,3/1/2020,0,0,0,12.4578,
Sri Lanka,2/8/2020,0,0,0,81,
US,2/28/2020,0,0,0,-71.0589,"Boston, MA"
US,2/21/2020,0,0,0,-123.8695,"Humboldt County, CA"
US,2/1/2020,0,0,0,-118.2437,"Los Angeles, CA"
US,2/5/2020,0,0,0,-89.4012,"Madison, WI"
US,2/1/2020,0,0,0,-117.8531,"Orange, CA"
US,2/29/2020,0,0,0,-122.675,"Portland, OR"
US,3/1/2020,0,0,0,-71.4128,"Providence, RI"
US,2/13/2020,0,0,0,-98.4936,"San Antonio, TX"
US,2/25/2020,0,0,0,-111.94,"Tempe, AZ"
Australia,2/29/2020,0,0,0,139.638,From Diamond Princess
US,2/24/2020,0,0,0,-98.6134,"Lackland, TX (From Diamond Princess)"
US,2/24/2020,0,0,0,-95.9758,"Omaha, NE (From Diamond Princess)"
US,2/24/2020,0,0,0,-121.9399,"Travis, CA (From Diamond Princess)"
Mainland China,3/2/2020,0,0,0,112.2707,Hubei
South Korea,3/2/2020,0,0,0,128,
Italy,3/2/2020,0,0,0,12,
Iran,3/2/2020,0,0,0,53,
Mainland China,3/2/2020,0,0,0,113.4244,Guangdong
Mainland China,3/2/2020,0,0,0,113.614,Henan
Mainland China,3/2/2020,0,0,0,120.0934,Zhejiang
Mainland China,3/2/2020,0,0,0,111.7088,Hunan
Mainland China,3/2/2020,0,0,0,117.2264,Anhui
Mainland China,3/2/2020,0,0,0,115.7221,Jiangxi
Mainland China,3/2/2020,0,0,0,118.1498,Shandong
Others,3/2/2020,0,0,0,139.638,Diamond Princess cruise ship
Mainland China,3/2/2020,0,0,0,119.455,Jiangsu
Mainland China,3/2/2020,0,0,0,107.874,Chongqing
Mainland China,3/2/2020,0,0,0,102.7103,Sichuan
Mainland China,3/2/2020,0,0,0,127.7615,Heilongjiang
Mainland China,3/2/2020,0,0,0,116.4142,Beijing
Mainland China,3/2/2020,0,0,0,121.4491,Shanghai
Mainland China,3/2/2020,0,0,0,114.5149,Hebei
Mainland China,3/2/2020,0,0,0,117.9874,Fujian
Japan,3/2/2020,0,0,0,138,
Mainland China,3/2/2020,0,0,0,108.7881,Guangxi
Mainland China,3/2/2020,0,0,0,108.8701,Shaanxi
France,3/2/2020,0,0,0,2,
Mainland China,3/2/2020,0,0,0,101.487,Yunnan
Mainland China,3/2/2020,0,0,0,109.7453,Hainan
Germany,3/2/2020,0,0,0,9,
Mainland China,3/2/2020,0,0,0,106.8748,Guizhou
Mainland China,3/1/2020,0,0,0,117.323,Tianjin
Mainland China,3/2/2020,0,0,0,112.2922,Shanxi
Mainland China,3/1/2020,0,0,0,122.6085,Liaoning
Spain,3/2/2020,0,0,0,-4,
Singapore,3/2/2020,0,0,0,103.8333,
Hong Kong,3/2/2020,0,0,0,114.2,Hong Kong
Mainland China,3/2/2020,0,0,0,126.1923,Jilin
Mainland China,3/2/2020,0,0,0,103.8343,Gansu
Mainland China,3/2/2020,0,0,0,85.2401,Xinjiang
Mainland China,3/2/2020,0,0,0,113.9448,Inner Mongolia
Mainland China,3/2/2020,0,0,0,106.1655,Ningxia
Kuwait,3/2/2020,0,0,0,47.75,
Bahrain,3/2/2020,0,0,0,50.55,
US,3/2/2020,0,0,0,139.638,Unassigned Location (From Diamond Princess)
Thailand,3/2/2020,0,0,0,101,
Switzerland,3/2/2020,0,0,0,8.2275,
Taiwan,3/2/2020,0,0,0,121,Taiwan
UK,3/2/2020,0,0,0,-3,
Malaysia,3/1/2020,0,0,0,112.5,
Iraq,3/2/2020,0,0,0,44,
Norway,3/2/2020,0,0,0,8.4689,
United Arab Emirates,2/29/2020,0,0,0,54,
Austria,3/2/2020,0,0,0,14.5501,
Mainland China,2/21/2020,0,0,0,95.9956,Qinghai
Netherlands,3/2/2020,0,0,0,5.2913,
Canada,3/2/2020,0,0,0,-79.3832,"Toronto, ON"
Vietnam,2/25/2020,0,0,0,108,
Sweden,3/2/2020,0,0,0,16,
US,3/2/2020,0,0,0,-121.9836,"King County, WA"
Lebanon,3/2/2020,0,0,0,35.8623,
Israel,3/1/2020,0,0,0,35,
Macau,2/27/2020,0,0,0,113.55,Macau
Australia,2/29/2020,0,0,0,153.4,Queensland
Australia,3/2/2020,0,0,0,144.9631,Victoria
US,3/2/2020,0,0,0,-121.9552,"Santa Clara, CA"
Belgium,3/2/2020,0,0,0,4,
Canada,2/29/2020,0,0,0,-123.1207,British Columbia
San Marino,3/2/2020,0,0,0,12.4578,
Croatia,3/1/2020,0,0,0,15.2,
Greece,3/1/2020,0,0,0,21.8243,
Australia,3/1/2020,0,0,0,151.2093,New South Wales
Ecuador,3/1/2020,0,0,0,-78.1834,
Finland,3/1/2020,0,0,0,26,
Iceland,3/2/2020,0,0,0,-19.0208,
Oman,2/29/2020,0,0,0,57,
India,3/2/2020,0,0,0,78,
Mexico,3/1/2020,0,0,0,-102,
Denmark,3/1/2020,0,0,0,9.5018,
Pakistan,2/29/2020,0,0,0,69.3451,
US,3/2/2020,0,0,0,-87.6976,"Cook County, IL"
US,3/2/2020,0,0,0,-121.8339,"Snohomish County, WA"
Algeria,3/2/2020,0,0,0,1.6596,
Australia,2/29/2020,0,0,0,138.6007,South Australia
Azerbaijan,3/1/2020,0,0,0,47.5769,
Czech Republic,3/2/2020,0,0,0,15.473,
Georgia,3/1/2020,0,0,0,43.3569,
Philippines,2/12/2020,0,0,0,122,
Qatar,3/1/2020,0,0,0,51.1839,
Romania,2/28/2020,0,0,0,24.9668,
Russia,3/2/2020,0,0,0,90,
Australia,3/1/2020,0,0,0,115.8605,Western Australia
Brazil,2/29/2020,0,0,0,-51.9253,
Egypt,3/1/2020,0,0,0,30,
Indonesia,3/2/2020,0,0,0,113.9213,
Portugal,3/2/2020,0,0,0,-8.2245,
US,3/2/2020,0,0,0,-122.675,"Portland, OR"
US,3/2/2020,0,0,0,-71.4128,"Providence, RI"
US,2/27/2020,0,0,0,-121.3542,"Sacramento County, CA"
US,2/3/2020,0,0,0,-120.9876,"San Benito, CA"
US,2/21/2020,0,0,0,-117.1611,"San Diego County, CA"
Afghanistan,2/24/2020,0,0,0,65,
Andorra,3/2/2020,0,0,0,1.5218,
Armenia,3/1/2020,0,0,0,45.0382,
Australia,3/2/2020,0,0,0,145.9707,Tasmania
Belarus,2/28/2020,0,0,0,27.9534,
Cambodia,2/12/2020,0,0,0,104.9167,
Canada,2/28/2020,0,0,0,-73.5673," Montreal, QC"
Canada,2/12/2020,0,0,0,-81.2453,"London, ON"
Dominican Republic,3/2/2020,0,0,0,-70.1627,
Estonia,2/27/2020,0,0,0,25.0136,
Ireland,3/1/2020,0,0,0,-7.6921,
Latvia,3/2/2020,0,0,0,24.6032,
Lithuania,2/28/2020,0,0,0,23.8813,
Luxembourg,3/1/2020,0,0,0,6.1296,
Mainland China,2/12/2020,0,0,0,88.0924,Tibet
Monaco,2/29/2020,0,0,0,7.4167,
Morocco,3/2/2020,0,0,0,-7.0926,
Nepal,2/12/2020,0,0,0,84.25,
New Zealand,2/28/2020,0,0,0,174.886,
Nigeria,2/28/2020,0,0,0,8.6753,
North Macedonia,2/27/2020,0,0,0,21.7453,
Saudi Arabia,3/2/2020,0,0,0,45,
Senegal,3/2/2020,0,0,0,-14.4524,
Sri Lanka,2/8/2020,0,0,0,81,
US,2/28/2020,0,0,0,-71.0589,"Boston, MA"
US,3/2/2020,0,0,0,-71.826,"Grafton County, NH"
US,3/2/2020,0,0,0,-82.3018,"Hillsborough, FL"
US,2/21/2020,0,0,0,-123.8695,"Humboldt County, CA"
US,2/1/2020,0,0,0,-118.2437,"Los Angeles, CA"
US,2/5/2020,0,0,0,-89.4012,"Madison, WI"
US,3/2/2020,0,0,0,-74.006,"New York City, NY"
US,2/1/2020,0,0,0,-117.8531,"Orange, CA"
US,3/2/2020,0,0,0,-120.8039,"Placer County, CA"
US,2/13/2020,0,0,0,-98.4936,"San Antonio, TX"
US,3/2/2020,0,0,0,-122.3255,"San Mateo, CA"
US,3/2/2020,0,0,0,-82.5307,"Sarasota, FL"
US,3/2/2020,0,0,0,-122.9888,"Sonoma County, CA"
US,2/25/2020,0,0,0,-111.94,"Tempe, AZ"
US,3/2/2020,0,0,0,-118.7606,"Umatilla, OR"
Australia,2/29/2020,0,0,0,139.638,From Diamond Princess
US,2/24/2020,0,0,0,-98.6134,"Lackland, TX (From Diamond Princess)"
US,2/24/2020,0,0,0,-95.9758,"Omaha, NE (From Diamond Princess)"
US,2/24/2020,0,0,0,-121.9399,"Travis, CA (From Diamond Princess)"
Mainland China,3/3/2020,0,0,0,112.2707,Hubei
South Korea,3/3/2020,0,0,0,128,
Italy,3/3/2020,0,0,0,12,
Iran,3/3/2020,0,0,0,53,
Mainland China,3/3/2020,0,0,0,113.4244,Guangdong
Mainland China,3/3/2020,0,0,0,113.614,Henan
Mainland China,3/3/2020,0,0,0,120.0934,Zhejiang
Mainland China,3/3/2020,0,0,0,111.7088,Hunan
Mainland China,3/3/2020,0,0,0,117.2264,Anhui
Mainland China,3/3/2020,0,0,0,115.7221,Jiangxi
Mainland China,3/3/2020,0,0,0,118.1498,Shandong
Others,3/3/2020,0,0,0,139.638,Diamond Princess cruise ship
Mainland China,3/3/2020,0,0,0,119.455,Jiangsu
Mainland China,3/3/2020,0,0,0,107.874,Chongqing
Mainland China,3/3/2020,0,0,0,102.7103,Sichuan
Mainland China,3/3/2020,0,0,0,127.7615,Heilongjiang
Mainland China,3/3/2020,0,0,0,116.4142,Beijing
Mainland China,3/3/2020,0,0,0,121.4491,Shanghai
Mainland China,3/3/2020,0,0,0,114.5149,Hebei
Mainland China,3/3/2020,0,0,0,117.9874,Fujian
Japan,3/3/2020,0,0,0,138,
Mainland China,3/3/2020,0,0,0,108.7881,Guangxi
Mainland China,3/2/2020,0,0,0,108.8701,Shaanxi
France,3/3/2020,0,0,0,2,
Germany,3/3/2020,0,0,0,9,
Mainland China,3/3/2020,0,0,0,101.487,Yunnan
Mainland China,3/3/2020,0,0,0,109.7453,Hainan
Spain,3/3/2020,0,0,0,-4,
Mainland China,3/2/2020,0,0,0,106.8748,Guizhou
Mainland China,3/3/2020,0,0,0,117.323,Tianjin
Mainland China,3/3/2020,0,0,0,112.2922,Shanxi
Mainland China,3/3/2020,0,0,0,122.6085,Liaoning
Singapore,3/3/2020,0,0,0,103.8333,
Hong Kong,3/3/2020,0,0,0,114.2,Hong Kong
Mainland China,3/2/2020,0,0,0,126.1923,Jilin
Mainland China,3/3/2020,0,0,0,103.8343,Gansu
Mainland China,3/3/2020,0,0,0,85.2401,Xinjiang
Mainland China,3/3/2020,0,0,0,113.9448,Inner Mongolia
Mainland China,3/2/2020,0,0,0,106.1655,Ningxia
Kuwait,3/2/2020,0,0,0,47.75,
Switzerland,3/3/2020,0,0,0,8.2275,
UK,3/3/2020,0,0,0,-3,
Bahrain,3/2/2020,0,0,0,50.55,
US,3/2/2020,0,0,0,139.638,Unassigned Location (From Diamond Princess)
Thailand,3/2/2020,0,0,0,101,
Taiwan,3/3/2020,0,0,0,121,Taiwan
Malaysia,3/3/2020,0,0,0,112.5,
Iraq,3/3/2020,0,0,0,44,
Norway,3/3/2020,0,0,0,8.4689,
United Arab Emirates,3/3/2020,0,0,0,54,
Netherlands,3/3/2020,0,0,0,5.2913,
Austria,3/3/2020,0,0,0,14.5501,
Sweden,3/3/2020,0,0,0,16,
US,3/3/2020,0,0,0,-121.9836,"King County, WA"
Canada,3/3/2020,0,0,0,-79.3832,"Toronto, ON"
Mainland China,2/21/2020,0,0,0,95.9956,Qinghai
Vietnam,2/25/2020,0,0,0,108,
Australia,3/3/2020,0,0,0,151.2093,New South Wales
Belgium,3/3/2020,0,0,0,4,
Lebanon,3/2/2020,0,0,0,35.8623,
Israel,3/3/2020,0,0,0,35,
Oman,3/3/2020,0,0,0,57,
Australia,3/3/2020,0,0,0,153.4,Queensland
Iceland,3/3/2020,0,0,0,-19.0208,
US,3/3/2020,0,0,0,-121.9552,"Santa Clara, CA"
Macau,3/3/2020,0,0,0,113.55,Macau
San Marino,3/3/2020,0,0,0,12.4578,
Australia,3/2/2020,0,0,0,144.9631,Victoria
Canada,3/3/2020,0,0,0,-123.1207,British Columbia
Croatia,3/3/2020,0,0,0,15.5,
Ecuador,3/3/2020,0,0,0,-78.1834,
Greece,3/1/2020,0,0,0,21.8243,
Qatar,3/3/2020,0,0,0,51.1839,
Denmark,3/3/2020,0,0,0,9.5018,
Finland,3/1/2020,0,0,0,26,
US,3/3/2020,0,0,0,-121.8339,"Snohomish County, WA"
Algeria,3/3/2020,0,0,0,1.6596,
Czech Republic,3/3/2020,0,0,0,15.473,
India,3/2/2020,0,0,0,78,
Mexico,3/3/2020,0,0,0,-102,
Pakistan,3/3/2020,0,0,0,69.3451,
US,3/2/2020,0,0,0,-87.6976,"Cook County, IL"
Australia,2/29/2020,0,0,0,138.6007,South Australia
Azerbaijan,3/1/2020,0,0,0,47.5769,
Georgia,3/1/2020,0,0,0,43.3569,
Philippines,2/12/2020,0,0,0,122,
